id_venta,fecha,sucursal,vendedor,categoria,producto,cantidad,precio_unitario,descuento_pct,metodo_pago,tipo_cliente,edad_cliente,satisfaccion,tiempo_atencion_min,devolucion
V459,2026-07-20,Trujillo,V009,Laptops,Laptop Lenovo,1,2810.76,0,Transferencia,Nuevo,56,2,43,Si
V460,2026-06-24,Trujillo,V010,Monitores,Monitor ViewSonic,1,681.0,5,Yape,Nuevo,53,3,10,No
V461,2026-07-13,Cusco,V013,Accesorios,Teclado Redragon,5,185.5,15,Plin,Nuevo,23,3,14,No
V462,2026-08-15,Trujillo,V009,Tablets,Tablet Lenovo,1,1054.73,5,Plin,Nuevo,54,3,13,No
V463,2026-03-20,Cusco,V012,Accesorios,Mochila para laptop,2,121.02,20,Efectivo,Nuevo,,4,21,No
V464,2026-06-16,Cusco,V012,Accesorios,Webcam Logitech,4,212.95,5,Tarjeta,Nuevo,22,3,43,No
V465,2026-05-29,Cusco,V013,Smartphones,Smartphone Motorola,1,1031.83,0,Yape,Nuevo,38,4,34,No
V466,2026-02-15,Lima,V003,Accesorios,Webcam Logitech,5,223.0,0,Yape,Nuevo,22,1,37,No
V467,2026-07-19,Lima,V002,Tablets,Tablet Lenovo,2,1140.97,5,Yape,Frecuente,24,3,39,No
V468,2026-01-08,Arequipa,V007,Accesorios,Mochila para laptop,1,119.82,0,Tarjeta,Nuevo,30,3,40,No
V469,2026-05-19,Lima,V004,Smartphones,Smartphone Samsung,1,1730.98,0,Plin,Nuevo,26,4,33,No
V470,2026-07-19,Trujillo,V009,Accesorios,Mouse Logitech,1,92.2,0,Efectivo,Frecuente,31,5,13,No
V471,2026-07-19,Lima,V001,Laptops,Laptop Asus,1,3025.91,0,Tarjeta,Frecuente,21,1,35,No
V472,2026-01-21,Trujillo,V011,Laptops,Laptop Lenovo,2,2879.06,5,Transferencia,VIP,40,2,6,No
V473,2026-03-17,Trujillo,V010,Monitores,Monitor LG,1,750.37,0,Transferencia,Nuevo,36,5,15,No
V474,2026-07-09,Lima,V002,Tablets,Tablet Lenovo,1,1085.31,20,Tarjeta,Nuevo,42,1,32,Si
V475,2026-02-02,Trujillo,V009,Smartphones,Smartphone Samsung,1,1803.55,10,Yape,Frecuente,,4,25,No
V476,2026-05-01,Trujillo,V011,Smartphones,Smartphone Samsung,1,1809.7,15,Efectivo,VIP,69,4,35,No
V477,2026-01-08,Cusco,V014,Laptops,Laptop Asus,1,2931.73,0,Tarjeta,Nuevo,55,5,11,No
V478,2026-02-17,Lima,V003,Monitores,Monitor AOC,2,601.42,15,Tarjeta,Nuevo,49,5,22,No
V479,2026-06-05,Trujillo,V011,Smartphones,Smartphone Xiaomi,1,1197.1,15,Plin,Frecuente,47,3,11,No
V480,2026-03-05,Arequipa,V005,Laptops,Laptop Lenovo,1,2892.49,0,Efectivo,Nuevo,27,4,24,No
V481,2026-01-24,Cusco,V013,Monitores,Monitor AOC,1,630.05,5,Transferencia,Nuevo,52,5,6,Si
V482,2026-04-25,Lima,V004,Smartphones,Smartphone Xiaomi,1,1242.34,0,Tarjeta,Nuevo,67,5,24,No
V483,2026-04-25,Arequipa,V007,Smartphones,Smartphone Xiaomi,1,1231.68,20,Transferencia,Frecuente,48,4,40,No
V484,2026-04-15,Trujillo,V010,Tablets,Tablet Lenovo,1,1112.86,5,Yape,Nuevo,26,4,28,No
V485,2026-01-11,Trujillo,V010,Laptops,Laptop Asus,1,2904.32,10,Tarjeta,Frecuente,59,4,24,No
V486,2026-01-21,Trujillo,V009,Accesorios,Teclado Redragon,1,171.35,20,Plin,Frecuente,35,4,6,No
V487,2026-03-27,Cusco,V014,Smartphones,Smartphone Xiaomi,2,1208.7,0,Efectivo,Nuevo,66,3,26,No
V488,2026-04-26,Arequipa,V008,Laptops,Laptop Acer,1,2525.66,5,Transferencia,Frecuente,65,5,10,No
V489,2026-06-05,Trujillo,V010,Laptops,Laptop Acer,1,2678.31,5,Yape,Frecuente,37,4,37,No
V490,2026-05-23,Trujillo,V009,Smartphones,Smartphone Xiaomi,1,1170.15,0,Tarjeta,Frecuente,29,2,41,No
V491,2026-08-03,Cusco,V013,Tablets,Tablet Lenovo,2,1147.81,0,Transferencia,Nuevo,33,5,14,No
V492,2026-08-09,Cusco,V013,Accesorios,Mochila para laptop,1,123.96,5,Plin,Nuevo,28,4,21,No
V493,2026-03-07,Lima,V002,Monitores,Monitor Samsung,2,760.16,20,Plin,Frecuente,59,3,7,No
V494,2026-01-12,Trujillo,V010,Tablets,Tablet Samsung,1,1318.76,20,Tarjeta,Nuevo,38,2,43,Si
V495,2026-04-19,Trujillo,V011,Laptops,Laptop Asus,2,3080.73,0,Efectivo,Nuevo,25,3,38,No
V496,2026-07-22,Trujillo,V010,Laptops,Laptop HP,2,3130.94,10,Yape,Frecuente,69,5,20,No
V497,2026-02-01,Arequipa,V006,Accesorios,Webcam Logitech,4,217.98,0,Plin,Frecuente,25,4,25,No
V498,2026-03-09,Trujillo,V009,Accesorios,Webcam Logitech,3,224.74,0,Transferencia,Nuevo,69,4,8,No
V499,2026-03-07,Trujillo,V011,Smartphones,Smartphone Xiaomi,2,1216.67,0,Transferencia,VIP,42,5,5,No
V500,2026-08-27,Trujillo,V010,Laptops,Laptop HP,2,3037.2,0,Plin,Frecuente,67,3,31,No
V501,2026-01-25,Cusco,V013,Smartphones,Smartphone Xiaomi,2,1226.09,0,Efectivo,Frecuente,40,3,31,No
V502,2026-07-12,Trujillo,V010,Laptops,Laptop Lenovo,1,2839.58,20,Efectivo,Nuevo,37,4,25,No
V503,2026-03-09,Arequipa,V008,Accesorios,Webcam Logitech,3,219.52,5,Efectivo,Frecuente,69,3,23,No
V504,2026-02-20,Cusco,V013,Tablets,Tablet Samsung,1,1237.7,5,Tarjeta,VIP,62,2,15,No
V505,2026-06-07,Trujillo,V009,Laptops,Laptop Dell,1,3191.14,0,Transferencia,Frecuente,47,1,36,No
