periodo,tienda_id,ciudad,canal_principal,ventas_mensuales,clientes,pedidos,visitas_web,inversion_marketing,descuento_promedio,ticket_promedio,satisfaccion,reclamos,tiempo_entrega_dias,costo_logistico,tasa_conversion
2025-01-01,T18,Lima,Mixto,209432.31,3002,2410,30448,37490.14,10.83,89.94,4.62,5,2.59,20112.82,7.76
2025-02-01,T18,Lima,Mixto,213437.56,2986,2448,32348,41433.8,9.03,89.83,4.52,6,2.74,19724.75,7.69
2025-03-01,T18,Lima,Mixto,190693.52,2894,2317,30644,39447.65,12.02,79.49,5.0,5,1.2,15220.27,7.56
2025-04-01,T18,Lima,Mixto,231365.1,3205,2527,27754,34266.65,6.55,87.83,4.57,6,3.44,15479.43,9.09
2025-05-01,T18,Lima,Mixto,270480.99,3161,2509,26149,33234.65,5.92,97.92,4.49,9,2.32,25410.59,9.47
2025-06-01,T18,Lima,Mixto,215520.33,3145,2472,29411,33631.46,7.14,85.33,4.08,17,3.47,31963.53,8.08
2025-07-01,T18,Lima,Mixto,228320.38,3048,2408,30378,38473.3,13.43,90.42,4.96,6,2.13,25103.43,7.95
2025-08-01,T18,Lima,Mixto,162208.33,2466,1934,24750,29448.12,5.67,82.67,4.64,2,2.44,12559.06,7.7
2025-09-01,T18,Lima,Mixto,193643.82,2508,2029,22842,27643.74,7.0,88.09,4.92,5,2.46,21009.15,9.16
2025-10-01,T18,Lima,Mixto,194576.01,2597,2077,22866,25123.21,8.23,93.05,4.65,8,2.91,13707.01,8.92
2025-11-01,T18,Lima,Mixto,182849.96,2465,1932,29203,38462.11,8.48,95.18,4.51,9,2.88,21065.13,6.93
2025-12-01,T18,Lima,Mixto,298523.33,3576,2893,31659,39937.58,15.99,96.61,4.89,5,2.22,23803.23,9.28
2024-01-01,T19,Trujillo,Mixto,113033.23,1671,1336,21897,24794.51,10.49,82.38,4.41,7,3.8,5439.31,6.32
2024-02-01,T19,Trujillo,Mixto,163633.9,2137,1761,22755,27795.35,3.83,93.02,4.24,12,3.62,23815.55,7.28
2024-03-01,T19,Trujillo,Mixto,174846.98,1965,1611,26528,32483.48,6.86,95.68,4.23,14,3.51,14700.44,6.17
2024-04-01,T19,Trujillo,Mixto,154970.14,2220,1849,29861,39411.61,10.11,84.84,4.63,9,3.28,20083.85,6.65
2024-05-01,T19,Trujillo,Mixto,162604.98,2179,1702,30464,37030.87,6.11,93.28,4.15,15,3.69,20603.63,5.81
2024-06-01,T19,Trujillo,Mixto,151156.2,1784,1425,28096,34460.94,6.65,92.21,4.68,9,2.46,12230.28,5.23
2024-07-01,T19,Trujillo,Mixto,175892.31,2165,1736,26824,32856.51,9.03,93.91,4.36,12,4.23,22327.19,6.53
2024-08-01,T19,Trujillo,Mixto,123845.79,1862,1340,23320,27970.15,13.02,89.51,4.4,8,2.93,13942.19,6.04
2024-09-01,T19,Trujillo,Mixto,128551.76,1739,1431,18736,23629.41,8.63,86.64,4.42,13,3.27,12396.93,7.72
2024-10-01,T19,Trujillo,Mixto,128861.57,1722,1478,26031,32273.49,9.86,87.8,4.27,14,4.28,17306.33,5.67
2024-11-01,T19,Trujillo,Mixto,154009.34,1719,1422,22904,25262.51,10.06,98.13,4.5,5,2.93,14696.42,5.93
2024-12-01,T19,Trujillo,Mixto,178352.35,2418,1817,24230,31650.67,13.74,89.91,4.73,2,2.84,21917.47,7.41
2025-01-01,T19,Trujillo,Mixto,121557.91,1759,1390,25551,31107.78,9.09,80.88,3.94,23,3.94,17806.71,5.28
2025-02-01,T19,Trujillo,Mixto,156805.42,2265,1682,27359,33172.47,5.61,96.71,4.24,13,3.83,16268.36,6.36
2025-03-01,T19,Trujillo,Mixto,138387.48,1979,1570,25237,29253.07,9.88,79.43,3.72,27,4.56,12828.46,6.04
2025-04-01,T19,Trujillo,Mixto,170382.31,2173,1748,25614,31399.86,8.85,98.45,4.92,0,2.57,16756.45,7.21
2025-05-01,T19,Trujillo,Mixto,139532.29,2077,1584,27580,31773.31,10.6,77.71,4.57,8,2.73,17345.45,5.91
2025-06-01,T19,Trujillo,Mixto,143323.97,1866,1465,23492,29689.75,13.14,89.26,4.56,7,3.57,13365.62,6.38
2025-07-01,T19,Trujillo,Mixto,149733.78,2117,1603,23749,29831.65,9.24,93.72,4.54,8,3.65,20625.03,6.99
2025-08-01,T19,Trujillo,Mixto,153752.14,2149,1652,23682,29875.44,2.41,93.45,4.6,8,2.9,16812.86,6.8
2025-09-01,T19,Trujillo,Mixto,129518.08,1894,1446,23037,28163.58,6.92,92.57,4.74,3,2.08,8613.6,6.33
2025-10-01,T19,Trujillo,Mixto,147373.76,1815,1434,21400,27252.59,7.87,91.12,4.54,9,2.96,11582.74,6.91
2025-11-01,T19,Trujillo,Mixto,126527.18,1666,1371,23401,28324.67,9.61,89.44,4.88,2,2.52,15037.62,5.85
2025-12-01,T19,Trujillo,Mixto,165500.27,2244,1698,25763,33039.35,8.61,92.77,5.0,4,2.08,11931.68,6.57
2024-01-01,T20,Trujillo,Tienda,129847.85,1700,1407,17591,23779.9,8.56,94.77,4.85,4,2.75,13909.14,8.07
2024-02-01,T20,Trujillo,Tienda,93388.23,1387,1009,17022,20936.66,5.29,85.92,4.07,21,4.67,6961.28,5.89
2024-03-01,T20,Trujillo,Tienda,115818.77,1645,1277,13738,20658.5,8.77,92.66,4.59,6,3.64,16201.17,9.41
2024-04-01,T20,Trujillo,Tienda,107888.88,1769,1329,15524,21847.68,11.19,86.44,4.35,11,3.39,12338.3,8.84
2024-05-01,T20,Trujillo,Tienda,143469.52,1591,1278,15489,21289.57,8.07,101.31,4.7,7,2.91,15980.54,8.22
2024-06-01,T20,Trujillo,Tienda,110710.39,1386,1101,12144,15321.15,7.06,87.29,4.58,9,3.56,10731.18,9.04
2024-07-01,T20,Trujillo,Tienda,120734.06,1502,1217,17126,19581.12,7.28,88.35,4.59,8,3.4,5000.0,7.31
2024-08-01,T20,Trujillo,Tienda,103818.03,1081,953,14216,23651.38,2.42,96.18,4.3,13,3.82,13680.06,6.58
2024-09-01,T20,Trujillo,Tienda,96335.76,1313,1151,10270,10882.03,6.63,82.23,4.61,6,2.21,5000.0,11.44
2024-10-01,T20,Trujillo,Tienda,88856.86,1187,927,11886,18515.03,9.47,91.91,4.57,7,3.12,10869.15,8.1
2024-11-01,T20,Trujillo,Tienda,89229.14,1313,1025,11998,16532.89,10.08,88.22,4.28,12,3.59,8404.75,8.05
2024-12-01,T20,Trujillo,Tienda,94875.04,1616,1332,15629,22056.81,9.55,81.45,4.02,22,4.34,15942.97,8.7
2025-01-01,T20,Trujillo,Tienda,107070.03,1632,1266,11872,15567.52,15.16,86.19,4.33,11,4.09,5626.11,10.58
2025-02-01,T20,Trujillo,Tienda,108191.34,1585,1253,15753,23019.45,10.21,90.46,4.65,8,3.42,5000.0,8.07
2025-03-01,T20,Trujillo,Tienda,106284.77,1365,1063,19921,28256.55,10.32,90.89,4.8,5,3.05,22522.5,5.38
2025-04-01,T20,Trujillo,Tienda,97158.84,1278,974,16491,20903.4,9.09,97.24,4.34,9,2.57,5000.0,6.04
2025-05-01,T20,Trujillo,Tienda,107511.06,1263,1072,16876,22147.6,10.83,91.05,4.38,7,3.92,6775.95,6.13
2025-06-01,T20,Trujillo,Tienda,100516.5,1512,1216,15314,18941.33,9.67,82.47,4.08,18,3.93,5000.0,8.66
2025-07-01,T20,Trujillo,Tienda,107661.96,1429,1254,15549,21722.31,16.63,83.22,4.37,13,3.37,13761.3,8.05
2025-08-01,T20,Trujillo,Tienda,113544.97,1736,1392,15699,21066.5,7.32,90.09,4.72,3,3.39,10443.05,8.85
2025-09-01,T20,Trujillo,Tienda,103261.19,1406,1051,15643,22499.55,9.08,86.73,4.43,8,4.06,13099.28,7.4
2025-10-01,T20,Trujillo,Tienda,79208.9,1140,927,12566,17248.64,12.13,87.35,4.93,2,2.53,8123.97,7.21
2025-11-01,T20,Trujillo,Tienda,112305.09,1520,1231,11462,13603.18,7.84,92.01,4.47,10,3.79,13574.9,10.63
2025-12-01,T20,Trujillo,Tienda,94109.46,1549,1210,10853,16577.79,19.08,80.63,4.58,5,3.58,11347.63,11.21
2024-01-01,T21,Trujillo,Mixto,156178.08,2340,1720,25332,29360.85,5.01,89.6,4.65,6,2.88,17460.77,7.22
2024-02-01,T21,Trujillo,Mixto,196258.33,2680,2211,29131,35899.53,12.0,92.31,4.71,4,3.28,18669.15,7.82
2024-03-01,T21,Trujillo,Mixto,179654.7,2770,2273,29017,34656.25,10.35,83.26,4.04,18,3.96,23183.33,7.97
2024-04-01,T21,Trujillo,Mixto,192778.53,2723,2310,32292,41609.69,12.11,83.45,4.24,15,3.31,23391.27,7.49
2024-05-01,T21,Trujillo,Mixto,186412.05,2580,2035,27867,33565.55,14.53,90.19,4.24,15,4.15,25240.55,7.9
2024-06-01,T21,Trujillo,Mixto,178856.89,2554,2004,30001,37352.9,10.27,88.05,4.23,14,4.22,19103.52,7.19
2024-07-01,T21,Trujillo,Mixto,183874.41,2584,1985,27915,33746.48,12.57,90.79,4.54,10,4.05,20078.58,7.13
2024-08-01,T21,Trujillo,Mixto,152159.85,2345,1833,25057,30799.96,5.63,85.23,4.68,7,4.24,19373.05,7.49
2024-09-01,T21,Trujillo,Mixto,158096.44,2270,1748,24376,29739.94,5.75,83.98,4.18,15,3.29,18340.76,6.62
2024-10-01,T21,Trujillo,Mixto,188621.1,2205,1562,22275,24013.89,6.51,99.74,5.0,0,2.3,20788.02,6.47
2024-11-01,T21,Trujillo,Mixto,134551.07,2168,1721,24183,30555.1,12.48,82.98,4.04,21,3.73,14111.48,7.69
2024-12-01,T21,Trujillo,Mixto,181053.56,2623,2067,31220,40019.75,12.49,85.11,4.26,16,4.14,18791.47,6.5
2025-01-01,T21,Trujillo,Mixto,133250.04,2291,1719,24130,30150.58,10.97,72.01,4.14,16,4.12,12781.94,7.18
2025-02-01,T21,Trujillo,Mixto,185514.76,2178,1780,26217,31968.21,4.88,93.4,4.37,11,3.13,13733.06,6.86
2025-03-01,T21,Trujillo,Mixto,205811.99,2728,2194,24756,34553.86,5.02,90.08,4.18,11,3.6,23149.03,9.09
2025-04-01,T21,Trujillo,Mixto,164888.89,2503,1914,29165,35303.02,8.54,91.45,5.0,3,2.47,18468.85,6.16
2025-05-01,T21,Trujillo,Mixto,206583.59,2629,2035,29662,36320.19,13.53,97.17,5.0,2,2.09,17620.47,6.77
2025-06-01,T21,Trujillo,Mixto,192198.05,2408,1952,30239,35295.03,5.23,95.96,4.24,15,3.27,17389.68,6.7
2025-07-01,T21,Trujillo,Mixto,151802.51,2469,1924,26128,34007.0,13.8,81.36,4.06,18,4.39,20152.89,7.21
2025-08-01,T21,Trujillo,Mixto,144641.96,2268,1824,24919,27573.45,11.01,81.58,4.55,6,3.49,10452.0,7.56
2025-09-01,T21,Trujillo,Mixto,126202.35,2206,1575,26890,30117.6,4.94,89.67,5.0,4,2.81,9188.7,5.53
2025-10-01,T21,Trujillo,Mixto,163623.31,2226,1805,23089,24369.25,5.39,90.95,4.68,6,2.92,20039.39,8.11
2025-11-01,T21,Trujillo,Mixto,166259.07,2308,1821,22293,26492.44,13.88,88.26,4.53,7,2.91,25270.43,8.56
2025-12-01,T21,Trujillo,Mixto,155902.18,2639,2071,27396,33804.01,16.07,77.79,4.73,4,2.91,14251.01,8.16
2024-01-01,T22,Cusco,Mixto,160289.21,2063,1613,27416,34812.47,10.37,97.52,4.77,5,3.0,16822.13,6.15
2024-02-01,T22,Cusco,Mixto,165267.93,2047,1616,22715,28482.66,13.05,97.77,4.71,9,2.65,16315.9,7.4
2024-03-01,T22,Cusco,Mixto,125734.09,1961,1505,24426,32900.31,6.76,81.83,3.91,26,4.51,21349.03,5.66
2024-04-01,T22,Cusco,Mixto,167482.78,1912,1574,27213,33633.47,7.66,100.14,4.45,10,3.45,7809.17,5.77
2024-05-01,T22,Cusco,Mixto,153496.93,2318,1712,31309,41010.52,9.68,86.21,4.9,0,3.14,11900.86,5.48
2024-06-01,T22,Cusco,Mixto,137206.98,1720,1334,29280,35893.51,9.18,100.48,4.66,6,3.0,17142.01,4.16
2024-07-01,T22,Cusco,Mixto,143241.83,1965,1543,27664,33428.73,12.38,94.44,4.04,19,4.1,14678.58,5.56
2024-08-01,T22,Cusco,Mixto,144119.93,1954,1494,22494,24808.55,12.4,92.53,4.31,13,3.46,14035.8,6.64
2024-09-01,T22,Cusco,Mixto,125421.52,1840,1409,24124,26752.56,11.12,87.86,4.38,11,3.63,16592.08,5.64
2024-10-01,T22,Cusco,Mixto,113543.74,1698,1397,23296,28042.34,8.33,86.73,3.9,21,4.79,11238.34,6.34
2024-11-01,T22,Cusco,Mixto,143888.88,1652,1385,25380,28763.75,7.61,99.05,3.87,23,4.49,18158.49,5.76
2024-12-01,T22,Cusco,Mixto,157502.12,2150,1758,25995,33887.27,9.25,84.47,4.08,17,3.81,14189.8,6.78
2025-01-01,T22,Cusco,Mixto,185485.64,1917,1588,23317,27936.72,3.32,96.59,4.42,10,3.69,18489.9,7.03
2025-02-01,T22,Cusco,Mixto,138490.92,2183,1584,30559,38452.41,5.77,91.23,3.89,27,5.21,12247.33,5.21
2025-03-01,T22,Cusco,Mixto,143768.88,1943,1632,25778,31599.35,3.76,84.64,4.19,16,3.49,13073.43,6.8
2025-04-01,T22,Cusco,Mixto,135296.18,2020,1525,27229,32471.7,8.03,94.03,3.52,38,4.95,19423.99,5.63
2025-05-01,T22,Cusco,Mixto,157560.49,2335,1971,28524,36105.09,11.74,78.49,4.23,13,3.51,14524.25,6.99
2025-06-01,T22,Cusco,Mixto,129803.37,2048,1589,32794,41393.79,9.46,88.06,4.54,5,3.93,7616.42,4.96
2025-07-01,T22,Cusco,Mixto,159721.74,2185,1728,24373,29776.36,9.75,83.69,4.61,8,3.34,15554.23,7.28
2025-08-01,T22,Cusco,Mixto,146635.92,1853,1410,26760,30055.23,8.47,95.87,4.74,8,3.48,12343.77,5.59
2025-09-01,T22,Cusco,Mixto,139423.48,1746,1382,27063,34778.36,6.19,86.9,4.72,7,3.61,22135.08,4.97
2025-10-01,T22,Cusco,Mixto,106274.65,1605,1277,22095,28850.4,8.84,86.38,4.23,16,4.18,7971.94,5.94
2025-11-01,T22,Cusco,Mixto,144660.16,2015,1494,27583,35508.0,5.08,93.57,4.2,18,4.03,14552.19,5.77
2025-12-01,T22,Cusco,Mixto,153358.03,1940,1580,26796,31661.23,8.13,89.26,4.51,7,3.27,14894.66,5.56
2024-01-01,T23,Arequipa,Tienda,173240.51,2206,1748,10246,13849.25,6.16,99.12,4.32,15,2.93,17014.05,17.05
2024-02-01,T23,Arequipa,Tienda,132464.4,1681,1341,14093,18771.06,5.83,99.19,4.45,8,3.92,14962.05,9.46
2024-03-01,T23,Arequipa,Tienda,164721.65,2234,1778,17351,22226.15,12.97,90.57,4.5,11,3.7,16727.46,10.26
2024-04-01,T23,Arequipa,Tienda,173679.17,2458,1941,16560,23025.45,9.88,86.86,4.43,10,3.9,15648.79,11.76
2024-05-01,T23,Arequipa,Tienda,140841.59,2085,1706,15169,18152.42,11.12,87.94,4.31,13,3.63,15367.27,12.03
2024-06-01,T23,Arequipa,Tienda,143518.56,2215,1766,16086,21383.47,6.56,90.86,4.43,7,2.55,13578.81,10.91
2024-07-01,T23,Arequipa,Tienda,139546.31,2048,1730,12626,15080.4,11.92,83.75,4.68,7,2.79,12765.02,13.37
2024-08-01,T23,Arequipa,Tienda,140504.31,1881,1358,11817,14989.75,15.24,92.76,4.48,14,3.58,17445.37,11.54
2024-09-01,T23,Arequipa,Tienda,128847.47,1740,1382,12824,17660.91,7.08,92.96,4.36,7,3.32,8493.16,10.43
2024-10-01,T23,Arequipa,Tienda,140971.64,1801,1437,10739,11506.09,10.7,90.28,4.63,9,3.51,16112.21,13.76
2024-11-01,T23,Arequipa,Tienda,92011.57,1675,1303,8019,7038.42,12.95,77.72,3.95,20,3.96,9545.88,15.78
2024-12-01,T23,Arequipa,Tienda,122867.75,2341,1918,14715,20073.73,16.73,67.58,4.57,7,3.08,9105.54,12.96
2025-01-01,T23,Arequipa,Tienda,118765.69,1861,1474,12809,15520.56,8.54,90.1,4.53,8,2.97,10892.44,11.89
2025-02-01,T23,Arequipa,Tienda,157786.37,2256,1716,13845,18611.57,12.51,96.93,4.69,4,2.42,15384.08,12.57
2025-03-01,T23,Arequipa,Tienda,129394.74,1836,1483,7838,11671.67,10.16,88.83,4.7,7,2.85,14356.3,18.72
2025-04-01,T23,Arequipa,Tienda,164746.43,2218,1864,14387,17637.11,7.53,88.1,4.2,12,3.77,21518.75,13.22
2025-05-01,T23,Arequipa,Tienda,163750.01,2220,1768,13507,16324.89,8.84,94.85,4.82,0,2.36,12367.93,13.07
2025-06-01,T23,Arequipa,Tienda,162211.86,2316,1868,13270,16924.63,7.35,91.21,4.8,8,3.08,17822.12,13.86
2025-07-01,T23,Arequipa,Tienda,138330.79,2193,1716,12559,16831.66,11.0,86.69,4.78,5,2.74,13459.58,13.57
2025-08-01,T23,Arequipa,Tienda,144079.69,1984,1613,12921,15763.87,6.08,88.22,4.51,6,2.97,15083.95,12.19
2025-09-01,T23,Arequipa,Tienda,123100.53,1863,1441,7444,9229.77,12.85,86.13,4.89,6,2.5,6241.52,19.95
2025-10-01,T23,Arequipa,Tienda,92799.05,1439,1131,15447,22152.72,11.27,87.61,4.54,7,2.95,11926.28,6.96
2025-11-01,T23,Arequipa,Tienda,129816.91,2039,1569,8226,9276.99,13.96,90.76,4.76,2,2.88,12015.87,19.0
2025-12-01,T23,Arequipa,Tienda,142339.56,2286,1736,11919,12483.88,13.23,77.92,4.14,15,4.1,11466.05,14.47
2024-01-01,T24,Arequipa,Tienda,101136.83,1523,1265,17646,25764.61,13.52,78.21,3.94,20,4.05,10331.82,7.41
2024-02-01,T24,Arequipa,Tienda,136610.0,1892,1469,23471,33417.2,5.79,89.47,4.54,3,2.67,13734.58,6.71
2024-03-01,T24,Arequipa,Tienda,114259.89,1672,1230,23549,33205.47,8.4,103.11,5.0,4,1.83,11026.86,5.12
2024-04-01,T24,Arequipa,Tienda,136033.22,1791,1459,20192,25597.0,6.19,82.43,4.24,12,3.65,19616.45,7.38
2024-05-01,T24,Arequipa,Tienda,126992.45,1688,1377,21507,30671.04,8.6,86.35,4.79,5,2.9,14878.66,6.27
2024-06-01,T24,Arequipa,Tienda,132343.5,1887,1592,18794,24748.56,12.87,85.24,4.59,10,2.89,13476.07,9.0
2024-07-01,T24,Arequipa,Tienda,123218.59,1746,1514,18029,24960.55,15.03,80.43,4.39,7,2.95,18311.68,8.75
2024-08-01,T24,Arequipa,Tienda,91256.34,1333,1153,18025,25791.18,7.19,82.04,4.45,9,2.49,8394.45,6.5
2024-09-01,T24,Arequipa,Tienda,115448.95,1436,1259,16082,22579.98,13.26,82.57,4.18,14,3.31,14517.8,8.03
2024-10-01,T24,Arequipa,Tienda,102392.65,1577,1197,17562,23081.69,7.71,91.8,4.72,6,2.89,11101.23,6.65
2024-11-01,T24,Arequipa,Tienda,114917.44,1467,1119,17637,24718.56,11.97,91.26,5.0,0,2.55,5000.0,6.23
2024-12-01,T24,Arequipa,Tienda,122489.71,1713,1367,19794,26386.74,12.04,91.22,4.89,6,2.47,12146.17,7.44
2025-01-01,T24,Arequipa,Tienda,113869.79,1673,1318,17504,24725.76,1.55,76.06,4.38,13,3.45,18922.64,7.52
2025-02-01,T24,Arequipa,Tienda,100794.64,1562,1234,16640,24481.32,10.34,89.4,4.68,10,4.01,11742.62,7.33
2025-03-01,T24,Arequipa,Tienda,113730.0,1651,1314,20369,31155.11,12.24,85.52,4.32,9,3.7,15113.59,6.19
2025-04-01,T24,Arequipa,Tienda,127771.27,1730,1374,18436,28423.95,7.94,90.21,4.78,5,2.97,9676.44,7.44
2025-05-01,T24,Arequipa,Tienda,104968.88,1598,1238,21432,32796.39,6.62,91.35,4.36,9,3.62,6507.39,5.46
2025-06-01,T24,Arequipa,Tienda,138584.8,1599,1294,22079,32961.23,9.11,88.77,4.21,15,3.52,12508.11,6.07
2025-07-01,T24,Arequipa,Tienda,105076.0,1537,1160,24716,36277.56,8.35,98.95,4.59,6,2.87,14839.61,4.68
2025-08-01,T24,Arequipa,Tienda,90711.7,1274,991,15735,22758.19,11.28,87.8,4.25,15,3.21,8559.49,6.08
2025-09-01,T24,Arequipa,Tienda,113487.25,1403,1102,15938,23141.8,10.01,91.34,4.88,7,1.99,14063.9,7.33
2025-10-01,T24,Arequipa,Tienda,136478.45,1709,1470,20193,26983.18,8.88,87.29,4.38,9,3.49,13707.29,6.57
2025-11-01,T24,Arequipa,Tienda,141028.28,1471,1192,22752,30408.54,5.52,107.71,4.8,5,3.27,19639.42,4.89
2025-12-01,T24,Arequipa,Tienda,146171.97,2000,1459,21683,29874.58,7.57,101.78,4.85,4,3.39,10914.08,6.4
2024-01-01,T25,Piura,Tienda,142929.76,1975,1608,13115,18040.27,9.94,87.65,4.57,8,2.83,18351.85,12.17
2024-02-01,T25,Piura,Tienda,159550.76,2213,1779,10035,14244.94,8.42,85.39,4.46,5,3.01,10636.65,17.63
2024-03-01,T25,Piura,Tienda,167167.8,2089,1611,13161,17637.42,7.15,99.99,4.53,6,3.28,17346.1,12.28
2024-04-01,T25,Piura,Tienda,168804.04,2291,1859,16562,22311.01,9.55,87.21,4.37,11,4.32,23665.66,11.25
2024-05-01,T25,Piura,Tienda,170776.23,2231,1684,13705,16901.45,5.38,94.24,4.81,0,3.05,24263.19,12.16
2024-06-01,T25,Piura,Tienda,186508.78,2326,1884,14155,18037.96,13.93,88.64,4.32,14,4.05,12894.8,14.1
2024-07-01,T25,Piura,Tienda,200467.58,2505,1981,13888,16251.02,11.29,98.33,4.69,8,3.12,12340.62,14.24
2024-08-01,T25,Piura,Tienda,165428.26,2069,1697,12935,17225.32,2.62,98.29,4.65,5,3.53,18182.55,13.49
2024-09-01,T25,Piura,Tienda,154106.17,1958,1603,15002,18623.75,7.22,95.17,4.3,10,3.45,10043.7,10.94
2024-10-01,T25,Piura,Tienda,144670.49,1948,1620,9537,13324.41,10.06,95.97,4.4,11,3.48,18715.78,16.93
2024-11-01,T25,Piura,Tienda,152772.98,2003,1605,12396,14858.66,11.77,93.18,4.11,14,3.81,15633.18,13.0
2024-12-01,T25,Piura,Tienda,153571.35,2315,1737,12765,15263.65,12.98,84.8,4.06,17,3.59,13171.01,13.38
2025-01-01,T25,Piura,Tienda,130722.18,2115,1680,11760,15026.86,16.02,79.91,4.44,16,3.27,15198.85,13.87
2025-02-01,T25,Piura,Tienda,172288.17,2126,1738,15002,20283.05,10.59,95.76,4.83,4,3.26,19600.54,11.95
2025-03-01,T25,Piura,Tienda,195296.61,2588,2100,14539,18630.67,5.5,91.19,4.39,9,3.64,20941.56,14.45
2025-04-01,T25,Piura,Tienda,165638.53,2466,1959,14330,20899.71,8.77,85.87,4.02,23,4.48,22449.56,13.8
2025-05-01,T25,Piura,Tienda,177407.39,2403,1903,13601,17855.51,9.71,89.48,4.26,12,3.69,20663.72,13.72
2025-06-01,T25,Piura,Tienda,135593.82,2138,1619,13425,15754.24,12.52,83.75,4.48,6,2.97,16898.99,12.31
2025-07-01,T25,Piura,Tienda,160865.47,2404,1904,14878,20453.55,14.14,83.33,4.85,4,3.05,12360.22,12.85
2025-08-01,T25,Piura,Tienda,131941.62,1866,1378,10037,14581.97,6.55,95.24,4.48,10,3.3,13211.99,13.5
2025-09-01,T25,Piura,Tienda,108606.9,1759,1425,11302,15663.67,11.98,79.52,4.16,16,4.01,16274.38,13.1
2025-10-01,T25,Piura,Tienda,157287.17,2193,1714,13185,15206.47,2.44,88.36,4.7,3,2.98,17439.25,13.27
2025-11-01,T25,Piura,Tienda,132846.27,1783,1378,10060,13694.27,8.14,100.19,4.46,12,3.44,10378.43,13.72
2025-12-01,T25,Piura,Tienda,202951.57,2613,2037,17421,22712.31,13.72,96.46,4.22,15,3.73,22857.17,11.26
