edad;abandono;viajes;departamento;distancia_casa;educacion;carrera;empleados;id;satisfaccion_entorno;sexo;implicacion;nivel_laboral;puesto;satisfaccion_trabajo;estado_civil;salario_mes;num_empresas_anteriores;mayor_edad;horas_extra;incremento_salario_porc;evaluacion;satisfaccion_companeros;horas_quincena;nivel_acciones;anos_experiencia;num_formaciones_ult_ano;conciliacion;anos_compania;anos_en_puesto;anos_desde_ult_promocion;anos_con_manager_actual
56;No;Travel_Rarely;Research & Development;18;Universitaria;Technical Degree;1;2071;Alta;M;Alta;3;Manufacturing Director;Alta;Married;9620;8;Y;No;11;Alta;Alta;80;1;20;2;Alta;10;3.0;0;7
49;No;Travel_Rarely;Human Resources;29;Universitaria;Life Sciences;1;2072;Muy_Alta;M;Alta;5;Manager;Alta;Married;19999;3;Y;No;11;Alta;Alta;80;1;26;2;Alta;4;3.0;1;1
26;Yes;Travel_Frequently;Research & Development;1;Secundaria;Medical;1;2073;Baja;F;Media;1;Laboratory Technician;Media;Divorced;2545;2;Y;No;15;Alta;Baja;80;2;0;2;Alta;0;0.0;0;2
38;No;Travel_Rarely;Sales;1;Universitaria;Life Sciences;1;2074;Alta;M;Alta;2;Sales Representative;Alta;Single;4864;3;Y;No;15;Alta;Alta;80;0;18;2;Media;12;2.0;5;7
32;No;Travel_Rarely;Sales;19;Primaria;Life Sciences;1;2075;Muy_Alta;F;Baja;3;Sales Executive;Baja;Married;9817;3;Y;No;14;Alta;Alta;80;1;12;2;Media;3;3.0;0;3
45;No;Non-Travel;Research & Development;1;Secundaria;Life Sciences;1;2076;Alta;F;Media;3;Healthcare Representative;Media;Married;9706;3;Y;No;23;Muy_Alta;Muy_Alta;80;1;25;3;Alta;23;3.0;15;4
22;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;2077;Muy_Alta;M;Alta;1;Research Scientist;Alta;Single;2548;0;Y;No;13;Alta;Muy_Alta;80;0;4;2;Alta;3;2.0;2;2
40;No;Travel_Rarely;Research & Development;5;Universitaria;Life Sciences;1;2078;Media;M;Alta;4;Manufacturing Director;Alta;Single;13465;7;Y;No;14;Alta;Alta;80;0;22;4;Alta;22;3.0;4;13
24;No;Travel_Rarely;Sales;5;Secundaria;Marketing;1;2079;Alta;F;Media;2;Sales Executive;Media;Married;3569;1;Y;No;11;Alta;Baja;80;0;3;1;Media;4;2.0;0;2
47;No;Travel_Rarely;Research & Development;10;Secundaria;Life Sciences;1;2080;Baja;F;Media;4;Research Director;Media;Divorced;16066;2;Y;No;11;Alta;Alta;80;1;26;3;Alta;24;1.0;3;10
42;No;Travel_Rarely;Sales;16;Universitaria;Marketing;1;2081;Muy_Alta;M;Alta;4;Manager;Alta;Married;15840;5;Y;Yes;22;Muy_Alta;Alta;80;1;23;3;Media;17;3.0;1;9
34;Yes;Travel_Rarely;Sales;28;Universitaria;Life Sciences;1;2082;Alta;M;Alta;2;Sales Executive;Alta;Single;7784;2;Y;Yes;18;Alta;Muy_Alta;80;0;8;2;Alta;10;2.0;7;6
34;No;Travel_Rarely;Research & Development;6;Universitaria;Life Sciences;1;2083;Baja;M;Alta;1;Laboratory Technician;Alta;Single;2062;2;Y;No;11;Alta;Alta;80;0;15;4;Baja;1;1.0;1;3
35;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;2084;Muy_Alta;M;Alta;1;Research Scientist;Alta;Married;4170;3;Y;No;14;Alta;Media;80;1;6;3;Alta;2;2.0;3;2
38;No;Non-Travel;Sales;9;Universitaria;Technical Degree;1;2085;Baja;M;Alta;2;Sales Executive;Alta;Divorced;5492;4;Y;No;13;Alta;Muy_Alta;80;2;11;3;Alta;6;3.0;0;7
45;No;Travel_Rarely;Sales;8;Universitaria;Marketing;1;2086;Media;M;Alta;5;Manager;Alta;Married;16733;7;Y;No;11;Alta;Alta;80;1;28;5;Alta;21;3.0;2;10
32;No;Travel_Rarely;Research & Development;10;Universitaria;Life Sciences;1;2087;Alta;M;Alta;2;Manufacturing Director;Alta;Single;2266;1;Y;No;23;Muy_Alta;Muy_Alta;80;0;14;1;Alta;10;3.0;1;7
31;No;Travel_Rarely;Human Resources;2;Universitaria;Life Sciences;1;2088;Alta;M;Alta;1;Human Resources;Alta;Divorced;2830;1;Y;No;21;Muy_Alta;Baja;80;1;6;3;Alta;5;3.0;1;3
18;Yes;Travel_Rarely;Sales;22;Universitaria;Marketing;1;2089;Muy_Alta;M;Alta;1;Sales Representative;Alta;Single;1009;1;Y;Yes;19;Alta;Muy_Alta;80;0;0;2;Alta;1;1.0;1;0
31;No;Travel_Rarely;Sales;2;Universitaria;Technical Degree;1;2090;Baja;M;Alta;2;Sales Executive;Alta;Married;7915;1;Y;No;20;Alta;Alta;80;1;4;3;Alta;4;3.0;0;2
30;No;Non-Travel;Research & Development;3;Secundaria;Life Sciences;1;2091;Alta;F;Media;1;Research Scientist;Media;Married;3412;3;Y;No;17;Alta;Muy_Alta;80;3;6;2;Muy_Alta;0;0.0;0;0
25;No;Travel_Frequently;Research & Development;12;Universitaria;Medical;1;2092;Baja;M;Alta;2;Healthcare Representative;Alta;Married;4630;1;Y;Yes;12;Alta;Alta;80;1;3;2;Muy_Alta;4;3.0;3;3
52;No;Travel_Frequently;Research & Development;22;Universitaria;Medical;1;2093;Media;M;Alta;4;Healthcare Representative;Alta;Married;12520;2;Y;Yes;14;Alta;Alta;80;1;30;3;Alta;30;3.0;13;14
48;No;Non-Travel;Sales;2;Universitaria;Life Sciences;1;2094;Muy_Alta;M;Alta;2;Sales Executive;Alta;Married;4623;0;Y;No;12;Alta;Baja;80;1;17;3;Alta;19;3.0;0;13
38;No;Travel_Frequently;Research & Development;17;Universitaria;Medical;1;2095;Media;M;Alta;1;Laboratory Technician;Alta;Single;3158;1;Y;No;14;Alta;Baja;80;0;8;2;Alta;10;3.0;2;7
49;Yes;Travel_Frequently;Research & Development;9;Primaria;Life Sciences;1;2096;Baja;M;Baja;3;Manufacturing Director;Baja;Single;10946;2;Y;No;14;Alta;Muy_Alta;80;0;16;2;Alta;4;1.0;1;4
35;No;Travel_Frequently;Research & Development;1;Secundaria;Medical;1;2097;Muy_Alta;F;Media;2;Healthcare Representative;Media;Single;5518;0;Y;No;20;Muy_Alta;Alta;80;0;12;3;Muy_Alta;16;3.0;4;10
33;No;Travel_Rarely;Research & Development;14;Universitaria;Medical;1;2098;Muy_Alta;M;Alta;1;Research Scientist;Alta;Married;3161;1;Y;No;13;Alta;Muy_Alta;80;1;9;5;Media;9;3.0;1;7
57;No;Travel_Rarely;Sales;7;Universitaria;Medical;1;2099;Muy_Alta;F;Alta;4;Sales Executive;Alta;Single;15156;0;Y;No;12;Alta;Alta;80;0;33;1;Alta;40;3.0;1;8
43;No;Travel_Rarely;Sales;1;Master;Life Sciences;1;2100;Muy_Alta;F;Muy_Alta;4;Manager;Muy_Alta;Single;17486;1;Y;No;15;Alta;Media;80;0;26;5;Muy_Alta;28;1.0;0;11
36;No;Non-Travel;Research & Development;3;Secundaria;Medical;1;2101;Muy_Alta;F;Media;2;Manufacturing Director;Media;Married;5744;0;Y;No;15;Alta;Alta;80;0;3;6;Media;2;2.0;1;1
25;No;Travel_Rarely;Research & Development;25;Universitaria;Life Sciences;1;2102;Baja;M;Alta;1;Research Scientist;Alta;Divorced;2145;0;Y;No;21;Muy_Alta;Media;80;2;3;3;Alta;3;3.0;0;1
38;No;Travel_Rarely;Sales;11;Secundaria;Life Sciences;1;2103;Muy_Alta;M;Media;2;Sales Executive;Media;Divorced;6973;3;Y;Yes;14;Alta;Alta;80;3;7;5;Muy_Alta;0;0.0;0;0
27;No;Travel_Rarely;Research & Development;2;Universitaria;Technical Degree;1;2104;Muy_Alta;M;Alta;1;Research Scientist;Alta;Single;1930;2;Y;No;11;Alta;Media;80;0;3;2;Alta;3;2.0;0;2
58;No;Non-Travel;Research & Development;3;Universitaria;Life Sciences;1;2105;Alta;M;Alta;2;Healthcare Representative;Alta;Divorced;6648;0;Y;No;20;Muy_Alta;Baja;80;1;11;2;Alta;15;4.0;0;8
39;No;Travel_Frequently;Sales;5;Master;Marketing;1;2106;Baja;F;Muy_Alta;2;Sales Executive;Muy_Alta;Married;6354;1;Y;No;15;Alta;Muy_Alta;80;1;16;2;Baja;15;3.0;5;13
50;No;Travel_Rarely;Human Resources;4;Universitaria;Life Sciences;1;2107;Alta;M;Alta;4;Manager;Alta;Divorced;14744;1;Y;Yes;11;Alta;Media;80;1;31;2;Alta;31;2.0;0;9
38;No;Travel_Rarely;Research & Development;13;Universitaria;Medical;1;2108;Baja;M;Alta;2;Research Scientist;Alta;Married;5652;1;Y;No;17;Alta;Baja;80;0;9;2;Muy_Alta;9;1.0;3;8
38;No;Travel_Rarely;Research & Development;11;Universitaria;Other;1;2109;Alta;M;Alta;3;Manufacturing Director;Alta;Single;8397;3;Y;No;21;Muy_Alta;Media;80;0;15;3;Alta;9;3.0;0;6
27;No;Non-Travel;Research & Development;7;Primaria;Life Sciences;1;2110;Baja;M;Baja;1;Laboratory Technician;Baja;Married;5200;0;Y;No;19;Alta;Muy_Alta;80;3;6;4;Baja;5;4.0;0;2
33;No;Travel_Frequently;Sales;11;Universitaria;Marketing;1;2111;Muy_Alta;M;Alta;2;Sales Executive;Alta;Divorced;4663;0;Y;No;11;Alta;Muy_Alta;80;1;4;3;Alta;3;3.0;0;2
30;No;Travel_Rarely;Research & Development;17;Universitaria;Life Sciences;1;2112;Muy_Alta;M;Alta;3;Healthcare Representative;Alta;Married;6960;3;Y;Yes;13;Alta;Alta;80;0;14;2;Alta;8;1.0;0;1
44;No;Travel_Rarely;Research & Development;11;Universitaria;Medical;1;2113;Media;M;Alta;1;Laboratory Technician;Alta;Divorced;2315;8;Y;No;23;Muy_Alta;Media;80;3;6;6;Alta;5;2.0;1;2
18;No;Travel_Rarely;Research & Development;1;Universitaria;Medical;1;2114;Media;M;Alta;1;Laboratory Technician;Alta;Single;1009;1;Y;No;15;Alta;Muy_Alta;80;0;0;3;Alta;2;2.0;0;0
47;No;Travel_Rarely;Research & Development;7;Universitaria;Medical;1;2115;Muy_Alta;M;Alta;3;Manufacturing Director;Alta;Divorced;9870;6;Y;No;13;Alta;Media;80;1;11;3;Baja;8;2.0;0;7
30;No;Travel_Rarely;Sales;19;Master;Life Sciences;1;2116;Muy_Alta;F;Muy_Alta;2;Sales Executive;Muy_Alta;Single;6713;1;Y;No;13;Alta;Muy_Alta;80;0;8;3;Muy_Alta;10;2.0;5;7
29;No;Travel_Rarely;Research & Development;8;Universitaria;Life Sciences;1;2117;Muy_Alta;M;Alta;1;Laboratory Technician;Alta;Single;1009;2;Y;No;15;Alta;Media;80;0;9;2;Alta;3;3.0;2;3
58;No;Travel_Rarely;Human Resources;5;Universitaria;Medical;1;2118;Media;M;Alta;1;Human Resources;Alta;Married;1985;7;Y;No;18;Alta;Muy_Alta;80;0;9;2;Alta;3;1.0;2;2
59;No;Non-Travel;Research & Development;2;Primaria;Life Sciences;1;2119;Muy_Alta;F;Baja;2;Healthcare Representative;Baja;Divorced;5981;1;Y;Yes;13;Alta;Muy_Alta;80;1;10;2;Baja;7;2.0;2;2
42;No;Non-Travel;Human Resources;2;Master;Medical;1;2120;Muy_Alta;F;Muy_Alta;2;Human Resources;Muy_Alta;Married;6646;7;Y;No;15;Alta;Baja;80;1;10;3;Media;5;1.0;0;3
33;No;Travel_Rarely;Research & Development;7;Universitaria;Other;1;2121;Alta;M;Alta;3;Manufacturing Director;Alta;Single;9044;3;Y;No;21;Muy_Alta;Media;80;0;17;3;Alta;9;3.0;2;6
44;No;Travel_Rarely;Sales;5;Secundaria;Marketing;1;2122;Muy_Alta;F;Media;5;Manager;Media;Married;19999;3;Y;No;14;Alta;Alta;80;1;26;2;Alta;11;2.0;0;8
39;No;Travel_Frequently;Research & Development;17;Secundaria;Medical;1;2123;Baja;F;Media;2;Laboratory Technician;Media;Single;5324;6;Y;No;13;Alta;Muy_Alta;80;0;12;6;Media;0;0.0;0;0
38;No;Travel_Rarely;Research & Development;4;Universitaria;Medical;1;2124;Muy_Alta;M;Alta;1;Research Scientist;Alta;Married;3430;7;Y;Yes;12;Alta;Media;80;1;5;0;Media;1;1.0;1;2
41;No;Travel_Rarely;Sales;5;Universitaria;Life Sciences;1;2125;Muy_Alta;M;Alta;4;Manager;Alta;Single;16138;1;Y;No;21;Alta;Media;80;0;21;2;Alta;22;3.0;0;5
36;No;Non-Travel;Research & Development;2;Universitaria;Life Sciences;1;2126;Muy_Alta;M;Alta;2;Healthcare Representative;Alta;Divorced;5493;1;Y;No;11;Alta;Baja;80;1;14;2;Alta;1;1.0;0;1
28;No;Travel_Rarely;Sales;1;Secundaria;Medical;1;2127;Baja;F;Media;2;Sales Executive;Media;Married;6907;1;Y;No;20;Alta;Media;80;2;7;1;Alta;0;0.0;0;0
34;No;Travel_Rarely;Research & Development;3;Master;Other;1;2128;Media;F;Muy_Alta;1;Research Scientist;Muy_Alta;Married;2282;3;Y;No;18;Alta;Muy_Alta;80;2;2;3;Baja;2;2.0;0;2
32;No;Non-Travel;Sales;24;Universitaria;Marketing;1;2129;Alta;F;Alta;2;Sales Executive;Alta;Married;5334;0;Y;No;12;Alta;Baja;80;1;8;2;Alta;9;3.0;0;8
52;No;Travel_Frequently;Research & Development;20;Universitaria;Life Sciences;1;2130;Muy_Alta;M;Alta;2;Research Scientist;Alta;Single;4161;3;Y;No;12;Alta;Muy_Alta;80;0;22;4;Alta;6;3.0;0;4
46;No;Travel_Frequently;Sales;3;Universitaria;Medical;1;2131;Media;M;Alta;2;Sales Representative;Alta;Single;2438;3;Y;No;20;Alta;Baja;80;0;6;3;Media;0;0.0;0;0
33;No;Travel_Frequently;Research & Development;11;Universitaria;Life Sciences;1;2132;Baja;M;Alta;1;Research Scientist;Alta;Married;3350;6;Y;No;14;Alta;Baja;80;1;11;3;Alta;6;3.0;1;3
20;No;Non-Travel;Research & Development;6;Master;Life Sciences;1;2133;Media;F;Muy_Alta;1;Healthcare Representative;Muy_Alta;Divorced;2377;1;Y;No;12;Alta;Muy_Alta;80;2;5;2;Alta;5;4.0;2;5
30;No;Travel_Frequently;Research & Development;2;Universitaria;Medical;1;2134;Muy_Alta;M;Alta;1;Research Scientist;Alta;Single;2477;2;Y;No;12;Alta;Alta;80;0;5;0;Alta;4;3.0;1;2
31;Yes;Travel_Frequently;Research & Development;3;Universitaria;Medical;1;2135;Media;M;Alta;1;Laboratory Technician;Alta;Single;3462;0;Y;No;16;Alta;Baja;80;0;5;3;Baja;3;3.0;1;2
29;No;Travel_Rarely;Research & Development;2;Universitaria;Medical;1;2136;Baja;M;Alta;2;Manufacturing Director;Alta;Married;5707;1;Y;Yes;23;Muy_Alta;Media;80;1;11;3;Alta;9;2.0;7;8
25;No;Travel_Rarely;Sales;12;Universitaria;Medical;1;2137;Media;M;Alta;1;Sales Representative;Alta;Married;2693;1;Y;No;11;Alta;Alta;80;0;6;1;Alta;7;3.0;0;7
49;No;Travel_Rarely;Research & Development;1;Secundaria;Life Sciences;1;2138;Alta;F;Media;1;Laboratory Technician;Media;Single;3261;7;Y;No;15;Alta;Media;80;0;7;3;Media;2;2.0;2;1
39;No;Travel_Rarely;Research & Development;27;Master;Technical Degree;1;2139;Muy_Alta;F;Muy_Alta;1;Laboratory Technician;Muy_Alta;Divorced;5861;6;Y;No;12;Alta;Alta;80;1;9;0;Muy_Alta;6;3.0;1;2
30;No;Travel_Rarely;Research & Development;13;Universitaria;Life Sciences;1;2140;Alta;M;Alta;1;Research Scientist;Alta;Single;2998;1;Y;No;18;Alta;Baja;80;0;5;1;Alta;5;4.0;1;4
23;No;Travel_Rarely;Research & Development;14;Master;Technical Degree;1;2141;Muy_Alta;F;Muy_Alta;1;Research Scientist;Muy_Alta;Married;3459;2;Y;No;16;Alta;Muy_Alta;80;1;5;2;Alta;4;3.0;2;3
39;No;Travel_Rarely;Human Resources;11;Secundaria;Human Resources;1;2142;Media;F;Media;5;Manager;Media;Divorced;19068;3;Y;No;14;Alta;Media;80;3;21;2;Alta;21;3.0;13;8
31;No;Travel_Frequently;Sales;1;Secundaria;Life Sciences;1;2143;Alta;M;Media;2;Sales Executive;Media;Married;7241;1;Y;Yes;12;Alta;Alta;80;1;5;2;Alta;8;2.0;0;7
19;Yes;Travel_Rarely;Human Resources;1;Secundaria;Technical Degree;1;2144;Baja;F;Media;1;Human Resources;Media;Single;4051;1;Y;No;13;Alta;Alta;80;0;3;3;Media;2;1.0;0;0
24;Yes;Travel_Rarely;Research & Development;23;Primaria;Technical Degree;1;2145;Alta;M;Baja;1;Laboratory Technician;Baja;Single;3131;2;Y;Yes;18;Alta;Media;80;0;1;3;Alta;1;1.0;1;0
25;No;Non-Travel;Research & Development;9;Primaria;Life Sciences;1;2146;Baja;M;Baja;1;Laboratory Technician;Baja;Married;3915;1;Y;No;19;Alta;Muy_Alta;80;3;6;4;Baja;3;3.0;0;1
33;No;Travel_Frequently;Research & Development;5;Universitaria;Life Sciences;1;2147;Baja;M;Alta;2;Healthcare Representative;Alta;Single;8969;0;Y;No;17;Alta;Alta;80;0;7;1;Media;3;3.0;0;4
41;No;Travel_Frequently;Research & Development;10;Universitaria;Technical Degree;1;2148;Muy_Alta;M;Alta;2;Laboratory Technician;Alta;Married;7293;1;Y;No;12;Alta;Baja;80;1;9;2;Alta;10;3.0;9;5
40;No;Travel_Rarely;Research & Development;9;Universitaria;Life Sciences;1;2149;Baja;M;Alta;3;Healthcare Representative;Alta;Married;7270;0;Y;No;16;Alta;Media;80;1;14;1;Alta;10;3.0;0;8
43;No;Travel_Frequently;Sales;13;Secundaria;Life Sciences;1;2150;Muy_Alta;F;Media;2;Sales Executive;Media;Married;5297;3;Y;No;18;Alta;Alta;80;1;8;5;Media;3;3.0;1;2
46;No;Travel_Frequently;Research & Development;7;Secundaria;Life Sciences;1;2151;Alta;F;Media;2;Research Scientist;Media;Married;5707;1;Y;No;24;Muy_Alta;Muy_Alta;80;1;10;3;Alta;12;3.0;2;6
33;No;Travel_Rarely;Research & Development;2;Universitaria;Other;1;2152;Alta;M;Alta;1;Laboratory Technician;Alta;Divorced;2347;1;Y;No;12;Alta;Alta;80;1;0;3;Media;4;3.0;0;1
37;No;Travel_Frequently;Research & Development;8;Universitaria;Medical;1;2153;Media;M;Alta;1;Research Scientist;Alta;Married;1028;0;Y;Yes;11;Alta;Alta;80;3;6;3;Media;6;3.0;1;3
42;No;Travel_Rarely;Sales;1;Universitaria;Life Sciences;1;2154;Muy_Alta;M;Alta;4;Manager;Alta;Single;16548;1;Y;No;18;Alta;Media;80;0;22;2;Baja;21;4.0;0;4
38;No;Travel_Rarely;Research & Development;24;Master;Life Sciences;1;2155;Media;F;Muy_Alta;3;Manager;Muy_Alta;Divorced;13581;7;Y;No;19;Alta;Media;80;1;9;6;Alta;7;4.0;5;3
23;No;Travel_Rarely;Research & Development;24;Universitaria;Medical;1;2156;Muy_Alta;M;Alta;1;Laboratory Technician;Alta;Single;3005;8;Y;No;22;Muy_Alta;Muy_Alta;80;0;5;2;Muy_Alta;4;3.0;2;2
38;No;Travel_Rarely;Research & Development;21;Universitaria;Technical Degree;1;2157;Baja;M;Alta;3;Healthcare Representative;Alta;Married;10881;5;Y;No;21;Muy_Alta;Muy_Alta;80;1;15;6;Alta;11;4.0;11;2
37;No;Travel_Rarely;Research & Development;27;Secundaria;Medical;1;2158;Alta;F;Media;2;Healthcare Representative;Media;Divorced;3834;7;Y;No;13;Alta;Alta;80;2;7;2;Muy_Alta;8;3.0;2;3
28;No;Travel_Frequently;Sales;5;Universitaria;Life Sciences;1;2159;Media;M;Alta;2;Sales Executive;Alta;Married;5040;1;Y;No;13;Alta;Muy_Alta;80;1;10;2;Alta;11;3.0;5;3
40;No;Travel_Rarely;Research & Development;3;Primaria;Medical;1;2160;Alta;M;Baja;2;Laboratory Technician;Baja;Single;3153;1;Y;Yes;13;Alta;Baja;80;0;9;3;Alta;11;4.0;2;4
40;No;Travel_Rarely;Sales;2;Universitaria;Life Sciences;1;2161;Media;M;Alta;2;Sales Executive;Alta;Single;6840;7;Y;Yes;12;Alta;Alta;80;0;19;1;Alta;1;1.0;0;0
47;No;Travel_Rarely;Research & Development;29;Universitaria;Medical;1;2162;Alta;M;Alta;1;Research Scientist;Alta;Single;5203;5;Y;No;13;Alta;Media;80;0;9;2;Baja;7;3.0;0;3
36;No;Travel_Rarely;Sales;2;Universitaria;Life Sciences;1;2163;Muy_Alta;M;Alta;3;Sales Executive;Alta;Divorced;7720;6;Y;No;13;Alta;Media;80;1;13;2;Muy_Alta;11;3.0;0;8
24;No;Travel_Rarely;Research & Development;23;Universitaria;Medical;1;2164;Muy_Alta;M;Alta;1;Laboratory Technician;Alta;Single;1965;8;Y;No;22;Muy_Alta;Muy_Alta;80;0;4;2;Alta;6;3.0;2;1
43;No;Travel_Rarely;Sales;4;Secundaria;Marketing;1;2165;Muy_Alta;F;Media;5;Manager;Media;Married;19313;2;Y;No;14;Alta;Alta;80;1;28;1;Media;11;4.0;0;7
40;No;Travel_Frequently;Research & Development;1;Master;Life Sciences;1;2166;Baja;F;Muy_Alta;2;Manufacturing Director;Muy_Alta;Single;5118;6;Y;Yes;13;Alta;Muy_Alta;80;0;18;2;Alta;17;3.0;4;12
39;No;Travel_Rarely;Sales;8;Secundaria;Marketing;1;2167;Media;F;Media;2;Sales Executive;Media;Married;3726;1;Y;No;15;Alta;Baja;80;2;6;2;Alta;6;2.0;0;5
27;No;Travel_Rarely;Research & Development;21;Universitaria;Medical;1;2168;Muy_Alta;M;Alta;1;Laboratory Technician;Alta;Married;5768;3;Y;No;12;Alta;Alta;80;3;7;6;Alta;3;2.0;2;2
54;No;Travel_Frequently;Research & Development;29;Master;Medical;1;2169;Muy_Alta;F;Muy_Alta;4;Manufacturing Director;Muy_Alta;Married;13949;2;Y;Yes;11;Alta;Media;80;1;21;3;Alta;5;2.0;0;0
33;No;Travel_Rarely;Sales;2;Master;Marketing;1;2170;Media;F;Muy_Alta;2;Sales Executive;Muy_Alta;Divorced;11080;0;Y;No;11;Alta;Muy_Alta;80;1;18;2;Media;14;3.0;0;9
39;No;Travel_Rarely;Research & Development;4;Universitaria;Life Sciences;1;2171;Alta;M;Alta;2;Research Scientist;Alta;Single;6826;1;Y;No;14;Alta;Alta;80;0;10;4;Alta;8;2.0;8;9
39;No;Non-Travel;Research & Development;5;Primaria;Life Sciences;1;2172;Media;M;Baja;5;Research Director;Baja;Divorced;18308;1;Y;No;23;Muy_Alta;Media;80;2;18;3;Alta;21;2.0;6;9
31;No;Travel_Rarely;Sales;13;Universitaria;Technical Degree;1;2173;Media;M;Alta;2;Sales Executive;Alta;Single;6888;0;Y;No;11;Alta;Media;80;0;4;6;Alta;5;3.0;4;4
54;No;Travel_Rarely;Research & Development;18;Universitaria;Technical Degree;1;2174;Media;M;Alta;2;Laboratory Technician;Alta;Married;4375;3;Y;Yes;18;Alta;Muy_Alta;80;1;10;4;Alta;9;2.0;1;8
40;No;Travel_Rarely;Research & Development;3;Universitaria;Other;1;2175;Muy_Alta;M;Alta;5;Manager;Alta;Married;19638;4;Y;Yes;12;Alta;Baja;80;1;23;2;Alta;2;2.0;0;2
27;Yes;Travel_Frequently;Sales;1;Universitaria;Life Sciences;1;2176;Muy_Alta;M;Alta;1;Sales Representative;Alta;Single;2082;1;Y;Yes;11;Alta;Baja;80;0;5;2;Alta;0;0.0;2;2
37;No;Travel_Rarely;Sales;9;Master;Medical;1;2177;Muy_Alta;F;Muy_Alta;3;Sales Executive;Muy_Alta;Married;8943;1;Y;No;11;Alta;Baja;80;1;11;3;Alta;7;3.0;7;7
55;No;Travel_Rarely;Sales;20;Universitaria;Life Sciences;1;2178;Muy_Alta;M;Alta;4;Manager;Alta;Married;18247;3;Y;Yes;12;Alta;Alta;80;1;28;2;Alta;0;0.0;0;1
38;No;Non-Travel;Research & Development;9;Universitaria;Life Sciences;1;2179;Muy_Alta;M;Alta;5;Manager;Alta;Single;18351;2;Y;No;13;Alta;Alta;80;0;21;3;Alta;4;3.0;1;3
22;No;Non-Travel;Research & Development;24;Secundaria;Other;1;2180;Media;F;Media;1;Research Scientist;Media;Married;2842;2;Y;Yes;12;Alta;Media;80;0;6;2;Alta;5;2.0;1;3
39;No;Travel_Frequently;Research & Development;9;Universitaria;Other;1;2181;Media;M;Alta;3;Research Director;Alta;Divorced;10879;0;Y;Yes;14;Alta;Alta;80;3;11;1;Alta;10;3.0;0;8
32;No;Travel_Rarely;Research & Development;12;Universitaria;Medical;1;2182;Alta;M;Alta;3;Manager;Alta;Single;9905;2;Y;No;25;Muy_Alta;Media;80;0;10;5;Alta;5;3.0;0;0
19;Yes;Travel_Frequently;Sales;1;Primaria;Technical Degree;1;2183;Alta;M;Baja;1;Sales Representative;Baja;Single;5069;0;Y;No;21;Muy_Alta;Baja;80;0;2;5;Muy_Alta;1;1.0;1;0
23;No;Travel_Rarely;Research & Development;11;Universitaria;Medical;1;2184;Alta;M;Alta;1;Research Scientist;Alta;Single;4460;0;Y;No;11;Alta;Alta;80;0;6;5;Media;7;3.0;0;5
22;No;Non-Travel;Research & Development;6;Master;Life Sciences;1;2185;Media;F;Muy_Alta;1;Healthcare Representative;Muy_Alta;Divorced;4611;0;Y;No;12;Alta;Muy_Alta;80;2;8;2;Baja;5;4.0;1;6
29;No;Travel_Rarely;Research & Development;7;Secundaria;Medical;1;2186;Media;F;Media;1;Research Scientist;Media;Married;2507;0;Y;No;13;Alta;Media;80;1;10;3;Media;6;3.0;2;2
49;No;Travel_Rarely;Research & Development;1;Secundaria;Technical Degree;1;2187;Alta;M;Media;4;Healthcare Representative;Media;Single;13306;7;Y;Yes;11;Alta;Muy_Alta;80;0;26;2;Alta;5;3.0;1;7
28;No;Travel_Rarely;Research & Development;7;Universitaria;Medical;1;2188;Muy_Alta;M;Alta;1;Laboratory Technician;Alta;Married;2468;9;Y;No;17;Alta;Alta;80;1;8;2;Alta;5;2.0;2;2
31;No;Travel_Frequently;Research & Development;2;Universitaria;Life Sciences;1;2189;Baja;M;Alta;2;Healthcare Representative;Alta;Single;8142;0;Y;No;19;Alta;Alta;80;0;7;1;Alta;5;2.0;0;2
41;No;Travel_Rarely;Research & Development;16;Secundaria;Life Sciences;1;2190;Alta;M;Media;3;Healthcare Representative;Media;Married;9788;0;Y;No;18;Alta;Baja;80;1;21;4;Media;18;3.0;1;9
31;Yes;Travel_Frequently;Sales;10;Secundaria;Life Sciences;1;2191;Media;F;Media;1;Sales Representative;Media;Married;1009;1;Y;No;19;Alta;Alta;80;1;1;2;Media;0;0.0;0;0
37;Yes;Travel_Rarely;Research & Development;10;Universitaria;Medical;1;2192;Muy_Alta;M;Alta;2;Manufacturing Director;Alta;Single;3727;1;Y;No;14;Alta;Media;80;0;9;4;Alta;10;3.0;1;8
30;Yes;Travel_Frequently;Sales;25;Universitaria;Marketing;1;2193;Baja;M;Alta;2;Sales Executive;Alta;Married;5154;1;Y;Yes;11;Alta;Alta;80;0;9;4;Alta;11;3.0;0;9
46;No;Travel_Rarely;Research & Development;2;Master;Technical Degree;1;2194;Muy_Alta;F;Muy_Alta;1;Laboratory Technician;Muy_Alta;Single;1827;5;Y;No;11;Alta;Alta;80;0;7;4;Alta;2;2.0;0;2
38;No;Non-Travel;Research & Development;1;Universitaria;Life Sciences;1;2195;Muy_Alta;F;Alta;2;Laboratory Technician;Alta;Married;8079;2;Y;Yes;15;Alta;Muy_Alta;80;1;9;2;Baja;11;3.0;6;8
35;No;Travel_Rarely;Research & Development;5;Universitaria;Life Sciences;1;2196;Alta;M;Alta;1;Research Scientist;Alta;Married;4040;6;Y;Yes;15;Alta;Muy_Alta;80;0;5;2;Alta;6;3.0;1;2
